id,artista,link,titulo,letra
86,Anitta,https://www.vagalume.com.br/anitta/turn-it-up.html,Turn It Up,"Feel me upEvery night with the joy and loveKiss me like the sun is upEveryday is beautiful, beautifulSolo a tiSolamente te quiero a tiEso solo me pasa a míShould just happens when you're with me, yeah, yeahWe don't need forever, babyI know that nothing's here to stayYeah, yeah, ohBut right now we should take all that we gotAnd turn it up all the wayYeah, yeah, ohT-t-t-turn it upTa-ta-ta, t-turn it upFuck that shit, just turn it upTa-ta-ta, t-turn it upLeave that shit, just turn it upTa-ta-ta, t-t-turn, turn it up all the wayQué le vamo' hacer?Pa' ganar a veces hay que pеrder, perderNo sе puede volar sin saberque también tiene' que caer, caerSale el sol, poquita ropa porque hace calorSuena la música, mucho mejorPrueba mi boca y te gusta el sabor, mucho mejorSale el sol, poquita ropa porque hace calorSuena la música, mucho mejorPrueba mi boca y te gusta el saborWe don't need forever, babyI know that nothing's here to stayYeah, yeah, ohBut right now we should take all that we gotAnd turn it up all the wayYeah, yeah, ohT-t-t-turn it upTa-ta-ta, t-turn it upFuck that shit, just turn it upTa-ta-ta, t-turn it upLeave that shit, just turn it upTa-ta-ta, t-t-turn, turn it up all the wayWe don't need forever, babyI know that nothing's here to stayYeah, yeah, ohBut right now we should take all that we gotAnd turn it up all the wayYeah, yeah, ohT-t-t-turn it upTa-ta-ta, t-turn it upFuck that shit, just turn it upTa-ta-ta, t-turn it upLeave that shit, just turn it upTa-ta-ta, t-t-turn, turn it up all the way"
87,Anitta,https://www.vagalume.com.br/anitta/sim-ou-nao-feat-maluma.html,Sim Ou Não (feat. Maluma),"Aja!AnittaMalumaBrasilColômbiaSe quiser jogar, vemMas tem que arriscar, vemVai ser sim ou nãoOu não, ou não, não, ou nãoY tu lo sabesQue me gustas, daleMueve el cuerpo suavePa' mi, así yeah yeahBailame que quiero vertePosa para mi bien sexyNo sé si volveré a vertePero voy a disfrutarteSólo tu, tu, tu me enloquecesY sólo tu, tu, tu, tu merecesQue te diga al oído,Las cosas que me excitanLo que el niño necesita babyNão encosta, não me beijaSó me olha, me desejaQuero ver se você vai aguentarA noite inteira sem poder me tocarEu rebolo, te enlouqueçoBate palma, que eu mereçoQuero ver se você vai aguentarA noite inteira sem poder me tocarTudo pode acontecerVai ter que pagar pra verSe vai rolar, se é pra valer, ou nãoPode ser só diversãoMas a minha intençãoNão vou dizer, só vai saberSe quiser jogar, vemMas tem que arriscar, vemVai ser sim ou nãoOu não, ou não, não, ou nãoSi quieres jugar, venQue quiero tocarteY aquí mismo dárteloNo digas que noBailame que quiero vertePosa para mi bien sexyEntão segura a pressãoMuita pressãoMinha intenção é seduçãoSólo tu, tu, tu me enloquecesY sólo tu, tu, tu, tu merecesCê tá querendo, simMas pode ser um não, não, não, nãoTudo pode acontecerVai ter que pagar pra verSe vai rolar, se é pra valer, ou nãoPode ser só diversãoMas a minha intençãoNão vou dizer, só vai saberSe quiser jogar, vemMas tem que arriscar, vemVai ser sim ou nãoOu não, ou não, não, ou não﻿Si quieres jugar venQue quiero tocarteY aquí mismo dárteloNo digas que no"
88,Anitta,https://www.vagalume.com.br/anitta/rave-de-favela-part-major-lazer-mc-lan.html,Rave de Favela (Part. Major Lazer & MC Lan)																		,"Ai!HmmAnitta, Major LazerE eleMC Lan, novamente!Bala, cachaça (Yeah) , docinho (Sim) , garrafa (Huh)Camarote, pulseira (Ahn) , mulheres (Sim) , solteiras (Eu)Tem loira? (Huh) Tá tenoMorena? Tá tenoPretinha? Tá tenoE as ruiva? Tá tenoTem combo, MD, área VIP (Ah, tem)Tem gin, tem whisky, tem drink (Chega)Tem fumaça, Vermouth e narguile (Narguile)Tem after na melhor suíte (Ah, tem)Tem funk, tem muita novinha (Novinha)Tem sexo, mas tem camisinha (Ah, tem)Menino que beija meninaQue beija menino, que beija menina (Menina)Tem Diplo, tem Lan, tem AnittaTem bunda, tem baile, tem ousadiaTem copo pra cima (Vai) , loucura (Vai) e nós bolaAhh, é rave, porra!Ahh, é rave, porra!Now drop, drop, drop, dropDrop, drop, drop, drop, drop, dropDrop, drop, drop, drop, dropGimme dat bumpa dehBumpa dehGimme dat bumpa dehBumpa dehJá tá avisado, tá dado o recadoSó vem preparado que o bagulho é tensoBolso lotado, tá tudo regadoQuem tá do meu lado nem tá entendendoRave com funk ficou excitanteTô querendo ver tu colar aqui dentroVem pro mirante, te finjo um romanceSó tem uma chance pra esse momentoTô louca, bateu agoraAproveita, já chega e botaMe toca, já chega e botaVai, vai, vaiAhh, é rave, porra!Drop on your knees, bend down lowMake sure your backside don't touch the floorDrop on your knees, bend down lowMake sure your backside don't touch the floorOoh yeah, ooh yeah, ooh yeah, ooh yeahOoh yeah, ooh yeah, ooh yeah, ooh yeahWooly, wooly, wooly, woolyWooly, wooly, woolyWhineDip it and drop it thenDip it and drop it thenDip it and drop it thenWhineDip it and drop it thenDip it and drop it thenDip it and drop it thenWhineWhine, whine, whine, whineWhine, whine, whine, whine, whineWhine, whine, whine, whineWhine, whine, whine, whine, whine, whineBumpa deh, gimme dat bumpa deh (Gimme dat)Bumpa deh, gimme dat bumpa deh (Gimme dat)Pump it, pump it, pump it, pump itPump it, pump it, pump it, pump itPump it, pump it, pump it, pump itPump it, pump itAhh, é rave, porra!"
89,Anitta,https://www.vagalume.com.br/anitta/gimme-your-number-with-ty-dolla-sign.html,Gimme Your Number (With Ty Dolla $ign),"Para bailar la bamba (Ooh, yeah)Come on and give me your number (Come on)If you don't answer the text, yeahWe can't have fun next time, now I got your number (Ooh)Para bailar la bamba (Ooh, yeah)Come on and give me your number(Come on and give me your number)If you don't answer the text, yeahWe can't have fun next time, now I got your number(Anitta)Got him asking, ""Where you from? "" Da-da-di-da-dumDoes that booty have a da-da-di-da-dum?Once you get it you'll be done da-di-da-dumGotta finish with your da-da-di-da-dumSo you're tryna bе my baby? Yeah (Yeah, yeah)Why you talking? What's your sign?What's your flavor? YеahDon't hit me with no ""Possibly"" (Hey, yeah)You still love me, boy, you gotta beA lover, my body's my languageDo I gotta tell you in Spanish?Come handle itSi no, yo no vuelvo pa' trasPara bailar la bamba (Ah, yeah)Come on and give me your number (Come on)If you don't answer the text, yeahWe can't have fun next time, now I got your number (Ooh)Para bailar la bamba (Ooh, yeah)Come on and give me your number(Come on and give me your number)If you don't answer the text, yeahWe can't have fun next time, now I got your numberYou know you want thisWay too hot to ignore like a temptressThe way I walk through that door in this tight dressAin't too hard to slip offAnd you touching on my bodyI can't help but want some more, yeahMake that bubblegum pop, pop, pop, popDon't stopYou can take me to the top, top, top, topOh, yeahLike it when that booty drop, drop, drop, dropTake it off, it's getting hot, hot, hot, hotPara bailar la bamba (Ooh, yeah)Come on and give me your number (Come on)If you don't answer the text, yeahWe can't have fun next time, now I got your numberPara bailar la bamba (Ooh, yeah)Come on and give me your number(Come on and give me your number)If you don't answer the text, yeahWe can't have fun next time, now I got your number"
90,Anitta,https://www.vagalume.com.br/anitta/ritmo-perfeito.html,Ritmo Perfeito,"Sei lá, o que será que você temSó sei que isso me faz tão bemNão canso de te admirar, reparar, sem pararSei lá, será que é só um sonho bomQuem sabe você tem o domO que há de bom em mim amplificarO jeito que você me olhaNo nosso ritmo perfeitoE quando você vai emboraMas volta pra me dar um beijoTeu jeito simples de dizerQue sou especialSó pra me convencerQue tudo é natural, Wow!Teu amor me faz enlouquecer, yeh yeh yehNa medida certa do prazerE cada detalhe em você, yeh yeh yehMe dá mais vontade de fazerDe fazer o que,hein?De fazer o que?De fazer o que,hein?De fazer o que?De fazer o que,hein?De fazer o queDe fazer o que?De fazer o que?Sei lá, o que será que você tem?só sei que isso me faz tão bemNão canso de te admirar, reparar, sem pararSei lá, será que é só um sonho bomQuem sabe você tem o domO que há de bom em mim amplificarO jeito que você me olhaNo nosso ritmo perfeitoE quando você vai emboraMas volta pra me dar um beijoTeu jeito simples de dizerQue sou especialSó pra me convencerQue tudo é natural, Wow!Teu amor me faz enlouquecer, yeh yeh yehNa medida certa do prazerE cada detalhe em você, yeh yeh yehMe dá mais vontade de fazer (2x)De fazer o que,hein?De fazer o que?De fazer o que,hein?De fazer o que?De fazer o que,hein?De fazer o que?De fazer o que?De fazer o que?De fazer o que,hein?De fazer o que?De fazer o que,hein?De fazer o que?De fazer o que,hein?De fazer o que?De fazer o que?De fazer o que?"
91,Anitta,https://www.vagalume.com.br/anitta/a-menina-danca.html,A Menina Dança,"Quando eu cheguei tudo, tudoTudo estava viradoApenas viro me viroMas eu mesma viro os olhinhosSó entro no jogo porqueEstou mesmo depoisDepois de esgotarO tempo regulamentarDe um lado o olho desaforoQue diz o meu nariz arrebitadoQue não levo pra casaMas se você vem perto eu vou láEu vou láNo canto do ciscoNo canto do olhoA menina dançaE dentro da meninaAinda dançaE se você fecha o olhoA menina ainda dançaDentro da meninaAinda dançaAté o sol raiarAté o sol raiarAté dentro de você nascerNascer o que háEncontrou algum erro"
92,Anitta,https://www.vagalume.com.br/anitta/abracando-as-diferencas.html,Abraçando As Diferenças,"Somos diferentes simMas é bem melhor assimCada um de um jeito é melhor pra somarSomos diferentes simMas fica perfeito assimMisturando tudo no mesmo lugarNo passinho do brilhoO estreller mandou bemO passinho da yoga da mamitcha tambémJuntando tudo vamo ver no que é que dáTirou onda a marshmelle no passinho do celularA juju tá com a bola cheiaVem no estilo passinho da sereiaO renuvem meio sem quererNo passinho da barriga mandou verSomos diferentes simMas é bem melhor assimCada um de um jeito é melhor pra somarSomos diferentes simMas fica perfeito assimMisturando tudo no mesmo lugarE o pai han... chegou pra arrasar no passinho doProtetor solarGatrick, tem um passo irado, conquista todo mundoCom olhar do gatoBalançando o seu corpinho vem dançar o passo doCachorrinhoTodo mundo tá aqui, só falta vocêMostra o seu passinho que eu quero ver"
93,Anitta,https://www.vagalume.com.br/anitta/achei.html,Achei,"Oh ohh sai esse daqui tem donaOh ohh sai esse daqui tem donaOh ohh sai esse daqui tem donaOh ohh saiAchei, o cara mais perfeito desse mundoBolei, vou garantir em questão de segundosPerdeu, vim avisar que existe mas esse já é meuOh, oh esse aqui é meuAchei, pensei que nunca ia ver na vidaPeguei, agora tá na minha e eu na delePirei, tô arrasando e elas tão com inveja que eu seiOh oh hoje eu me dei bemPisca alerta, sinal de fumaça, brasa, esse já é meuSai da frente que esse eu vou levar pra casaVai encontrar o seuOh ohh sai esse daqui tem donaOh ohh sai esse daqui tem donaOh ohh sai esse daqui tem donaOh ohh saiAchei, o cara mais perfeito desse mundoBolei, vou garantir em questão de segundosPerdeu, vim avisar que existe mas esse já é meuOh oh esse aqui é meuAchei, pensei que nunca ia ver na vidaPeguei, agora tá na minha e eu na delePirei, tô arrasando e elas tão com inveja que eu seiHoje eu me dei bemPisca alerta, sinal de fumaça, brasa, esse já é meuSai da frente que esse eu vou levar pra casaVai encontrar o seuOh ohh sai esse daqui tem donaOh ohh sai esse daqui tem donaOh ohh sai esse daqui tem donaOh ohh saiOh ohh sai esse daqui tem donaOh ohh sai esse daqui tem donaOh ohh sai esse daqui tem donaOh ohh saiSai"
94,Anitta,https://www.vagalume.com.br/anitta/achei-principe-de-vento-ao-vivo.html,Achei / Príncipe de Vento (Ao Vivo),"Oh Ooh, saiEsse daqui tem donaOh Ooh, saiEsse daqui tem donaOh Ooh, saiEsse daqui tem donaOoh Ooh, saiAcheiO cara mais perfeito desse mundoBoleiVou garantir em questão de segundosPerdeuVim avisar que existe, mas esse já é meuOOh, esse aqui é meuAcheiPensei que nunca ia ver na vidaPegueiAgora tá na minha e eu na delePireiTô arrasando e elas tão com inveja, que eu seiOOh, hoje eu me dei bemPisca alertaSinal de fumaçaVaza, esse já é meuSai da frenteQue esse eu vou levar pra casaVai encontrar o seuOh Ooh, saiEsse daqui tem donaOh Ooh, saiEsse daqui tem donaOh Ooh, saiEsse daqui tem donaOoh Ooh, saiAcheiO cara mais perfeito desse mundoBoleiVou garantir em questão de segundosPerdeuVim avisar que existe, mas esse já é meuOOh, esse aqui é meuAcheiPensei que nunca ia ver na vidaPegueiAgora tá na minha e eu na delePireiTô arrasando e elas tão com inveja, que eu seiOOh, hoje eu me dei bemPisca alertaSinal de fumaçaVazaEsse já é meuSai da frenteQue esse eu vou levar pra casaVai encontrar o seuOh Ooh, saiEsse daqui tem donaOh Ooh, saiEsse daqui tem donaOh Ooh, saiEsse daqui tem donaOh Ooh, saiMe belisca eu tô sonhando, como pode serPerfeição igual a essa é ruim de aparecerÉ um príncipe encantado, me hipnotizouPerfeito tipo um galã de filme de amorEle é bronzeadoDa cor do pecadoUm corpo perfeitoSem mulher do ladoNão tem aliançaEntrou na minha dançaMas abriu a bocaE eu acordei, cai da camaA tua idéia é fútilTua cantada inútilE de pegada é fracoNão vai rolar, é fatoTua cabeça é de ventoMelhor ficar caladoO príncipe encantadoQue pra mim já virou sapoTua idéia é fútilTua cantada inútilE de pegada é fracoNão vai rolar, é fatoTua cabeça é de ventoMelhor ficar caladoO príncipe encantadoQue pra mim já virou sapo"
95,Anitta,https://www.vagalume.com.br/anitta/amor-real-holiday-song.html,Amor Real (Holiday Song),"Real loveBuscando amor realAlguien para ver mi corazónReal loveI'm searchin' for a real loveA real loveThis irreplacable feelin'Quiero quedarme y nunca irme, babyIt don't matter the seasonSiempre puedo sentir eso aquíAll the lights and all of the colorsThey just wanna be with each otherWe got the whole world to discoverSé que cualquiera pagaríaMillones por este momentoPero esto no tiene precioReal loveBuscando amor realAlguien para ver mi corazónReal loveI'm searchin' for a real loveA real loveEverybody come vibe with meEs inigualable aquíWhy don't you come on baby, move your feetSiente mi corazón latirYeah, hombre o mujer, déjalo ser, come join meVámono' de fiesta, tengo la respuesta, we in this togetherSoon you'll seeAll the lights and all of the colorsThey just wanna be with each otherWe got the whole world to discoverSé que cualquiera pagaríaMillones por este momentoPero esto no tiene precioAmor realBuscando amor realAlguien para ver mi corazónReal loveEstoy buscando amor realRealCreo que puedo, suelta mi cabelloCara, leggoI need some real loveJuntos podemos vivir como queremosCara, leggoAmor realBuscando amor realAlguien para ver mi corazónReal loveEstoy buscando amor realRealOh, real love"
